,Title,Tags
76,UglyDolls,"in the ador differ town of uglyville, weird is celebrated, strang is special and beauti is embrac as more than meet the eye. after travel to the other side of a mountain, moxi and her uglydol friend discov perfect -- a town where more convent doll receiv train befor enter the real world to find the love of a child. famili anim comedi adventur fantasi music kelli clarkson pitbul nick jona kelli asburi"
77,"Extremely Wicked, Shockingly Evil and Vile","a chronicl of the crime of ted bundy, from the perspect of hi longtim girlfriend, elizabeth kloepfer, who refus to believ the truth about him for years. thriller crime drama zac efron lili collin kaya scodelario joe berling"
78,The Last Summer,"stand on the precipic of adulthood, a group of friend navig new relationships, while reexamin others, dure their final summer befor college. romanc comedi kj apa maia mitchel jacob latimor william bindley"
79,Pokémon Detective Pikachu,"in a world where peopl collect pocket-s monster (pokémon) to do battle, a boy come across an intellig monster who seek to be a detective. action adventur fantasi ryan reynold justic smith kathryn newton rob letterman"
80,The Hustle,"two femal scam artists, one low rent and the other high class, compet to swindl a naïv tech prodigi out of hi fortune. a remak of the 1988 comedi ""dirti rotten scoundrels."" comedi ann hathaway rebel wilson alex sharp chri addison"
81,Tolkien,"england, earli 20th century. the futur writer and philologist john ronald reuel tolkien (1892-1973) and three of hi schoolmat creat a strong bond between them as they share the same passion for literatur and art, a true fellowship that strengthen as they grow up, but the outbreak of world war i threaten to shatter it. war drama histori romanc nichola hoult lili collin colm meaney dome karukoski"
82,Poms,a woman move into a retir commun and start a cheerlead squad with her fellow residents. comedi drama dian keaton jacki weaver pam grier zara hay
83,The Professor and the Madman,"professor jame murray begin work compil word for the first edit of the oxford english dictionari in the mid 19th century, and receiv over 10,000 entri from a patient at broadmoor crimin lunat asylum, dr. william minor. drama histori mysteri thriller mel gibson sean penn natali dormer p.b. shemran (director screenplay); todd komarnicki (screenplay); mel gibson sean penn natali dormer eddi marsan jennif ehl david o'hara ioan gruffudd stephen dillan steve coogan"
84,John Wick: Chapter 3 – Parabellum,"super-assassin john wick return with a $14 million price tag on hi head and an armi of bounty-hunt killer on hi trail. after kill a member of the shadowi intern assassin’ guild, the high table, john wick is excommunicado, but the world’ most ruthless hit men and women await hi everi turn. action thriller crime keanu reev hall berri laurenc fishburn chad stahelski"
85,A Dog's Journey,a dog find the mean of hi own exist through the live of the human he meets. famili adventur drama denni quaid josh gad marg helgenberg gail mancuso
86,The Sun Is Also a Star,"two young new yorker begin to fall in love over the cours of a singl day, as a seri of potenti life-alt meet loom over their head - her concern her family’ deport to jamaica, and hi concern an educ at dartmouth. romanc drama yara shahidi charl melton john leguizamo ry russo-young"
87,The Professor,"a world-weari colleg professor is given a life-chang diagnosi and decid to throw all pretens and convent to the wind and live hi life as boldli and freeli as possibl with a bite sens of humor, a reckless streak and a touch of madness. comedi drama johnni depp rosemari dewitt danni huston wayn robert"
88,The Souvenir,"a shi but ambiti film student fall into an intense, emot fraught relationship with a charismat but untrustworthi older man. romanc drama honor swinton byrn tom burk tilda swinton joanna hogg"
89,The Tomorrow Man,"ed hemsler spend hi life prepar for a disast that may never come. ronni meisner spend her life shop for thing she may never use. in a small town somewher in america, these two peopl will tri to find love while tri not to get lost in each other’ stuff. drama romanc john lithgow blyth danner derek cecil nobl jone (director screenplay); john lithgow blyth danner derek cecil kati aselton sophi thatcher eve harlow"
90,Aladdin,a kindheart street urchin name aladdin embark on a magic adventur after find a lamp that releas a wisecrack geni while a power-hungri grand vizier vie for the same lamp that ha the power to make their deepest wish come true. adventur fantasi romanc famili mena massoud will smith naomi scott guy ritchi
91,Brightburn,"what if a child from anoth world crash-land on earth, but instead of becom a hero to mankind, he prove to be someth far more sinister? horror thriller scienc fiction elizabeth bank david denman jackson a. dunn david yaroveski"
92,Booksmart,"two academ teenag superstar realize, on the eve of their high school graduation, that they should have work less and play more. determin to never fall short of their peers, the girl set out on a mission to cram four year of fun into one night. comedi kaitlyn dever beani feldstein jessica william olivia wild"
93,The Perfection,"when troubl music prodigi charlott seek out elizabeth, the new star pupil of her former school, the encount send both musician down a sinist path with shock consequences. horror thriller drama allison william logan brown steven weber richard shepard"
94,Always Be My Maybe,"reunit after 15 years, famou chef sasha and hometown musician marcu feel the old spark of attract but struggl to adapt to each other' worlds. romanc comedi ali wong randal park daniel dae kim nahnatchka khan"
95,Godzilla: King of the Monsters,"follow the heroic effort of the crypto-zoolog agenc monarch as it member face off against a batteri of god-siz monsters, includ the mighti godzilla, who collid with mothra, rodan, and hi ultim nemesis, the three-head king ghidorah. when these ancient super-species, thought to be mere myths, rise again, they all vie for supremacy, leav humanity' veri exist hang in the balance. scienc fiction action kyle chandler vera farmiga milli bobbi brown michael dougherti"
96,Rocketman,"the stori of elton john' life, from hi year as a prodigi at the royal academi of music through hi influenti and endur music partnership with berni taupin. music drama histori taron egerton jami bell richard madden dexter fletcher"
97,Ma,"sue ann is a loner who keep to herself in her quiet ohio town. one day, she is ask by maggie, a new teenag in town, to buy some booz for her and her friends, and sue ann see the chanc to make some unsuspecting, if younger, friend of her own. horror thriller octavia spencer juliett lewi diana silver tate taylor"
98,Dark Phoenix,"the x-men face their most formid and power foe when one of their own, jean grey, start to spiral out of control. dure a rescu mission in outer space, jean is nearli kill when she' hit by a mysteri cosmic force. onc she return home, thi forc not onli make her infinit more powerful, but far more unstable. the x-men must now band togeth to save her soul and battl alien that want to use grey' new abil to rule the galaxy. scienc fiction action adventur jame mcavoy michael fassbend jennif lawrenc simon kinberg"
99,The Secret Life of Pets 2,"max the terrier must cope with some major life chang when hi owner get marri and ha a baby. when the famili take a trip to the countryside, nervou max ha numer run-in with canine-intoler cows, hostil fox and a scari turkey. luckili for max, he soon catch a break when he meet rooster, a gruff farm dog who tri to cure the lovabl pooch of hi neuroses. adventur anim comedi famili patton oswalt eric stonestreet kevin hart chri renaud"
100,Late Night,"a legendari late-night talk show host' world is turn upsid down when she hire her onli femal staff writer. origin intend to smooth over divers concerns, her decis ha unexpectedli hilari consequ as the two women separ by cultur and gener are unit by their love of a bite punchline. comedi drama emma thompson mindi kale max casella nisha ganatra"
101,The Last Black Man in San Francisco,"jimmi fail dream of reclaim the victorian home hi grandfath built in the heart of san francisco. join on hi quest by hi best friend mont, jimmi search for belong in a rapidli chang citi that seem to have left them behind. drama jimmi fail jonathan major danni glover joe talbot"
102,Changeland,"follow two estrang best friend on an epic, life-chang adventur in thailand as they'r remind that there' no problem that friendship and a few round in a muay thai box ring can't fix. comedi drama breckin meyer macaulay culkin brenda song seth green"
103,Men in Black: International,"the men in black have alway protect the earth from the scum of the universe. in thi new adventure, they tackl their biggest, most global threat to date: a mole in the men in black organization. comedi scienc fiction chri hemsworth tessa thompson kumail nanjiani f. gari gray"
104,Shaft,"jj, aka john shaft jr., may be a cyber secur expert with a degre from mit, but to uncov the truth behind hi best friend’ untim death, he need an educ onli hi dad can provide. absent throughout jj’ youth, the legendari locked-and-load john shaft agre to help hi progeni navig harlem’ heroin-infest underbelly. action crime samuel l. jackson jessi usher richard roundtre tim stori"
105,The Dead Don't Die,"in a small peac town, zombi suddenli rise to terror the town. now three bespectacl polic offic and a strang scottish morgu expert must band togeth to defeat the undead. comedi horror fantasi bill murray adam driver tilda swinton jim jarmusch"
106,Murder Mystery,"on a long-await trip to europe, a new york citi cop and hi hairdress wife scrambl to solv a baffl murder aboard a billionaire' yacht. comedi adam sandler jennif aniston luke evan kyle newacheck"
107,Plus One,two singl friend agre to be each others' respect plu one for each wed they'r invit to dure a particularli busi nuptial period of their lives. romanc comedi drama maya erskin jack quaid beck bennett jeff chan andrew rhymer
108,Being Frank,a seventeen-year-old boy blackmail hi father after discov hi secret second famili comedi jim gaffigan logan miller samantha mathi miranda bailey
109,Toy Story 4,"woodi ha alway been confid about hi place in the world and that hi prioriti is take care of hi kid, whether that' andi or bonnie. but when bonni add a reluct new toy call ""forky"" to her room, a road trip adventur alongsid old and new friend will show woodi how big the world can be for a toy. famili adventur anim comedi fantasi drama tom hank tim allen anni pott josh cooley"
110,Anna,beneath anna poliatova' strike beauti lie a secret that will unleash her indel strength and skill to becom one of the world' most fear govern assassins. thriller action sasha luss helen mirren luke evan luc besson
111,Child's Play,"a singl mother give her son a belov doll for hi birthday, onli to discov that it is possess by the soul of a serial killer. horror aubrey plaza gabriel bateman brian tyre henri lar klevberg"
112,Annabelle Comes Home,"determin to keep annabel from wreak more havoc, demonologist ed and lorrain warren bring the possess doll to the lock artifact room in their home, place her “safely” behind sacr glass and enlist a priest’ holi blessing. but an unholi night of horror await as annabel awaken the evil spirit in the room, who all set their sight on a new target—th warrens' ten-year-old daughter, judy, and her friends. horror thriller mysteri mckenna grace madison iseman kati sarif gari dauberman"
113,Yesterday,"jack malik is a struggl singer-songwrit in an english seasid town whose dream of fame are rapidli fading, despit the fierc devot and support of hi childhood best friend, ellie. after a freak bu accid dure a mysteri global blackout, jack wake up to discov that he' the onli person on earth who can rememb the beatles. music comedi romanc fantasi himesh patel lili jame ed sheeran danni boyl"
114,Ophelia,"ophelia come of age as lady-in-wait for queen gertrude, and her singular spirit captur hamlet' affections. as lust and betray threaten the kingdom, ophelia find herself trap between true love and control her own destiny. romanc histori daisi ridley naomi watt clive owen clair mccarthi"
115,Killers Anonymous,a fail attempt to murder a senat is connect to a group meet secretli to discuss their darkest urges—to take lives. action thriller crime mysteri tommi flanagan rhyon nicol brown jessica alba martin owen
116,Spider-Man: Far From Home,"peter parker and hi friend go on a summer trip to europe. however, they will hardli be abl to rest - peter will have to agre to help nick furi uncov the mysteri of creatur that caus natur disast and destruct throughout the continent. action adventur scienc fiction tom holland samuel l. jackson zendaya jon watt"
117,Escape Plan: The Extractors,"after secur expert ray breslin is hire to rescu the kidnap daughter of a hong kong tech mogul from a formid latvian prison, breslin' girlfriend is also captured. now he and hi team must pull off a deadli rescu mission to confront their sadist foe and save the hostag befor time run out. action thriller crime sylvest stallon curti jackson dave bautista john herzfeld"
118,Midsommar,"sever friend travel to sweden to studi as anthropologist a summer festiv that is held everi nineti year in the remot hometown of one of them. what begin as a dream vacat in a place where the sun never sets, gradual turn into a dark nightmar as the mysteri inhabit invit them to particip in their disturb festiv activities. horror drama mysteri florenc pugh jack reynor william jackson harper ari aster"
119,Stuber,"after crash hi car, a cop who' recov from eye surgeri recruit an uber driver to help him catch a heroin dealer. the mismatch pair soon find themselv in for a wild day of stakeout and shootout as they encount the city' seedi side. action comedi thriller crime kumail nanjiani dave bautista iko uwai michael dows"
120,Crawl,"when a huge hurrican hit her hometown in florida, haley ignor evacu order to look for her father. after find him badli wounded, both are trap by the flood. with virtual no time to escap the storm, they discov that rise water level are the least of their problems. thriller horror kaya scodelario barri pepper alexandr aja"
121,Point Blank,a nurs is forc to spring a wound murder suspect from the hospit when the man’ brother kidnap hi pregnant wife and want to make a trade. action thriller frank grillo anthoni macki marcia gay harden joe lynch
122,The Farewell,a headstrong chinese-american woman return to china when her belov grandmoth is given a termin diagnosis. billi struggl with her family' decis to keep grandma in the dark about her own ill as they all stage an impromptu wed to see grandma one last time. comedi drama awkwafina tzi ma diana lin lulu wang
123,Darlin',"found at a cathol hospit filthi and ferocious, feral teenag darlin’ is whisk off to a care home run by the bishop and hi obedi nuns, where she’ to be rehabilit into a ""good girl"" as an exampl of the miracul work of the church. but darlin’ hold a secret darker than the ""sins"" she is threaten with, and she is not travel alone. the woman who rais her, equal fierc and feral, is ever present in the shadow of darlin’ psych and is determin to come for her no matter who tri to get in her way. horror mysteri pollyanna mcintosh cooper andrew nora-jan noon pollyanna mcintosh"
124,The Lion King,"a young lion princ is cast out of hi pride by hi cruel uncle, who claim he kill hi father. while the uncl rule with an iron paw, the princ grow up beyond the savannah, live by a philosophy: no worri for the rest of your days. but when hi past come to haunt him, the young princ must decid hi fate: will he remain an outcast or face hi demon and becom what he need to be? famili anim drama donald glover seth rogen chiwetel ejiofor jon favreau"
125,Once Upon a Time in Hollywood,"lo angeles, 1969. tv star rick dalton, a struggl actor special in westerns, and stuntman cliff booth, hi best friend, tri to surviv in a constantli chang movi industry. dalton is the neighbor of the young and promis actress and model sharon tate, who ha just marri the prestigi polish director roman polanski… comedi drama thriller leonardo dicaprio brad pitt margot robbi quentin tarantino"
126,Skin,after hi famili is kill by a serbian gangster with intern interests. nyc detect nick goe to s.e. asia and team up with a thai detect to get reveng and destroy the syndic human traffick network. thriller action drama jami bell daniel macdonald daniel henshal guy nattiv
127,The Red Sea Diving Resort,"sudan, east africa, 1980. a team of isra mossad agent plan to rescu and transfer thousand of ethiopian jew to israel. to do so, and to avoid rais suspicion from the inquisit and ruthless authorities, they establish as a cover a fake dive resort by the red sea. drama thriller histori chri evan haley bennett michael k. william gideon raff"
128,Fast & Furious Presents: Hobbs & Shaw,"ever sinc us diplomat secur servic agent hobb and lawless outcast shaw first face off, they just have trade smack talk and bodi blows. but when cyber-genet enhanc anarchist brixton' ruthless action threaten the futur of humanity, they join forc to defeat him. action adventur comedi dwayn johnson jason statham idri elba david leitch"
129,A Score to Settle,a former mob enforc who is releas from prison after serv 22 year for a crime he didn't commit set out on a path for reveng against the peopl who wrong him. action thriller drama nicola cage benjamin bratt shawn ku
130,The Operative,a young western woman is recruit by the mossad to go undercov in tehran where she becom entangl in a complex triangl with her handler and her subject. drama thriller dian kruger martin freeman ca anvar yuval adler
131,Dora and the Lost City of Gold,"dora, a girl who ha spent most of her life explor the jungl with her parents, now must navig her most danger adventur yet: high school. alway the explorer, dora quickli find herself lead boot (her best friend, a monkey), diego, and a rag tag group of teen on an adventur to save her parent and solv the imposs mysteri behind a lost inca civilization. adventur comedi famili isabela moner eugenio derbez michael peña jame bobin"
132,The Kitchen,"the mobster husband of three 1978 hell' kitchen housew are sent to prison by the fbi. left with littl but a sharp ax to grind, the ladi take the irish mafia' matter into their own hand — prove unexpectedli adept at everyth from run the racket to take out the competition… literally. action crime drama melissa mccarthi tiffani haddish elisabeth moss andrea berloff"
133,The Art of Racing in the Rain,"a famili dog—with a near-human soul and a philosopher' mind—evalu hi life through the lesson learn by hi human owner, a race-car driver. comedi drama romanc milo ventimiglia amanda seyfri kathi baker simon curti"
134,Scary Stories to Tell in the Dark,"mill valley, pennsylvania, halloween night, 1968. after play a joke on a school bully, sarah and her friend decid to sneak into a supposedli haunt hous that onc belong to the power bellow family, unleash dark forc that they will be unabl to control. horror thriller zoe colletti michael garza gabriel rush andré øvredal"
135,The Peanut Butter Falcon,a down-on-his-luck crab fisherman embark on a journey to get a young man with down syndrom to a profession wrestl school in rural north carolina and away from the retir home where he’ live for the past two and a half years. adventur drama comedi shia labeouf dakota johnson john hawk tyler nilson michael schwartz
136,After the Wedding,"seek fund for her orphanag in india, isabel travel to new york to meet theresa, a wealthi benefactor. an invit to attend a wed ignit a seri of event in which the past collid with the present while mysteri unravel. drama michel william juliann moor billi crudup bart freundlich"
137,Light of My Life,"parent and child journey through the outskirt of societi a decad after a pandem ha wipe out half the world' population. as a father struggl to protect hi child, their bond—and the charact of humanity—i tested. scienc fiction drama casey affleck anna pniowski tom bower casey affleck"
138,The Angry Birds Movie 2,"red, chuck, bomb and the rest of their feather friend are surpris when a green pig suggest that they put asid their differ and unit to fight a common threat. aggress bird from an island cover in ice are plan to use an elabor weapon to destroy the fowl and swine. anim comedi adventur famili jason sudeiki josh gad lesli jone thurop van orman"
139,Good Boys,a group of young boy on the cusp of becom teenag embark on an epic quest to fix their broken drone befor their parent get home. comedi jacob tremblay bradi noon keith l. william gene stupnitski
140,Blinded by the Light,"in 1987, dure the auster day of thatcher’ britain, a teenag learn to live life, understand hi family, and find hi own voic through the music of bruce springsteen. drama comedi viveik kalra kulvind ghir meera ganatra gurind chadha"
141,"Where'd You Go, Bernadette","when architect-turned-reclus bernadett fox goe miss prior to a famili trip to antarctica, her 15-year-old daughter bee goe on a quest with bernadette' husband to find her. drama comedi mysteri cate blanchett billi crudup emma nelson richard linklat"
142,47 Meters Down: Uncaged,"four teenag girl go on a dive adventur to explor a submerg mayan city. onc inside, their rush of excit turn into a jolt of terror as they discov the sunken ruin are a hunt ground for deadli great white sharks. with their air suppli steadili dwindling, the friend must navig the underwat labyrinth of claustrophob cave and eeri tunnel in search of a way out of their wateri hell. horror john corbett nia long sophi neliss johann robert"
143,Gwen,a mysteri — and suspici — run of ill fortun plagu a teenag girl and her mother and sister on their hillsid farm in thi folk stori set in the dark hill of wale dure the industri revolution. drama mysteri horror histori maxin peak eleanor worthington cox richard harrington william mcgregor
144,Ready or Not,a bride' wed night take a sinist turn when her eccentr new in-law forc her to take part in a terrifi game. horror thriller comedi samara weav adam brodi mark o'brien matt bettinelli-olpin tyler gillett
145,Angel Has Fallen,"after a treacher attack, secret servic agent mike ban is charg with attempt to assassin presid trumbull. chase by hi own colleagu and the fbi, ban begin a race against the clock to clear hi name. action thriller gerard butler morgan freeman jada pinkett smith ric roman waugh"
146,Brittany Runs a Marathon,a young woman decid to make posit chang in her life by train for the new york citi marathon. comedi drama jillian bell michaela watkin utkarsh ambudkar paul down colaizzo
147,Overcomer,"after reluctantli agre to coach cross-country, high school basketbal coach john harrison help the least like runner attempt the imposs in the biggest race of the year. drama alex kendrick priscilla shirer ben davi alex kendrick"
148,Jacob's Ladder,"after return home from the vietnam war, veteran jacob singer struggl to maintain hi sanity. plagu by hallucin and flashbacks, singer rapidli fall apart as the world and peopl around him morph and twist into disturb images. hi girlfriend, jezzie, and ex-wife, sarah, tri to help, but to littl avail. even singer' chiropractor friend, louis, fail to reach him as he descend into madness. drama mysteri horror michael eali jess william nicol behari david m. rosenth"
149,Burn,"lonely, unstabl ga station attend melinda is tire of be overshadow by her more confident, outgo co-work sheila. when the ga station is held up at gunpoint by billy, a desper man in need of quick cash, melinda find an opportun to make a connect with the robber, regardless of who get hurt. thriller tilda cobham-hervey suki waterhous harri shum jr. mike gan"
150,Official Secrets,the true stori of british intellig whistleblow katharin gun who—prior to the 2003 iraq invasion—leak a top-secret nsa memo expos a joint us-uk illeg spi oper against member of the un secur council. the memo propos blackmail member state into vote for war. drama thriller histori keira knightley matt smith matthew good gavin hood
151,Don't Let Go,"a detect suffer from a person loss receiv a call from hi recent deceas niece. be abl to commun across time, the two work togeth to tri and stop the crime befor it occurs. scienc fiction thriller mysteri crime david oyelowo storm reid byron mann jacob aaron est"
152,Itsy Bitsy,a famili move into a seclud mansion where they soon find themselv be target by an entiti take the form of a giant spider. horror thriller bruce davison denis crosbi elizabeth robert micah gallo
153,The Fanatic,a rabid film fan stalk hi favorit action hero and destroy the star' life. crime thriller john travolta devon sawa ana golja fred durst
154,It Chapter Two,"27 year after overcom the malevol supernatur entiti pennywise, the former member of the losers' club, who have grown up and move away from derry, are brought back togeth by a devast phone call. horror fantasi jame mcavoy jessica chastain bill hader andi muschietti"
155,Satanic Panic,a pizza deliveri girl is suddenli in for the fight of her young life when encount a group of satanist in need of a virgin to ritual sacrifice. horror comedi hayley griffith rubi modin arden myrin chelsea stardust
156,The Obituary of Tunde Johnson,"a wealthy, nigerian-american teenag is pull over by police, shot to death, and immedi awakens, trap in a terrifi time loop that forc him to confront difficult truth about hi life and himself. drama thriller steven silver nicola peltz ali leroi"
157,The Goldfinch,"a boy in new york is taken in by a wealthi famili after hi mother is kill in a bomb at the metropolitan museum of art. in a rush of panic, he steal 'the goldfinch', a paint that eventu draw him into a world of crime. drama ansel elgort oak fegley aneurin barnard john crowley"
158,Hustlers,a crew of savvi former strip club employe band togeth to turn the tabl on their wall street clients. drama comedi crime constanc wu jennif lopez julia stile loren scafaria
159,The Sound of Silence,"a success ""hous tuner"" in new york city, who calibr the sound in people' home in order to adjust their moods, meet a client with a problem he can't solve. drama rashida jone peter sarsgaard toni revolori michael tyburski"
160,Monos,"on a faraway mountaintop, eight kid with gun watch over a hostag and a conscript milk cow. drama war juliann nicholson moisé aria alejandro land"
161,Tall Girl,"jodi, the tallest girl in her high school, ha alway felt uncomfort in her own skin. but after year of slouching, be made fun of, and avoid attent at all costs, jodi final decid to find the confid to stand tall. comedi drama romanc ava michel griffin gluck luke eisner nzingha stewart"
162,Polaroid,"high school loner bird fitcher ha no idea what dark secret are tie to the mysteri polaroid vintag camera she stumbl upon, but it doesn't take long to discov that those who have their pictur taken meet a tragic end. bird and her friend must surviv one more night as they race to solv the mysteri of the haunt polaroid befor it kill them all. horror thriller mysteri kathryn prescott grace zabriski samantha logan lar klevberg"
163,Ad Astra,"the near future, a time when both hope and hardship drive human to look to the star and beyond. while a mysteri phenomenon menac to destroy life on planet earth, astronaut roy mcbride undertak a mission across the immens of space and it mani peril to uncov the truth about a lost expedit that decad befor boldli face empti and silenc in search of the unknown. scienc fiction drama brad pitt tommi lee jone ruth negga jame gray"
164,Downton Abbey,"the belov crawley and their intrepid staff prepar for the most import moment of their lives. a royal visit from the king and queen of england will unleash scandal, romanc and intrigu that will leav the futur of downton hang in the balance. drama romanc histori hugh bonnevil jim carter michel dockeri michael engler"
165,Rambo: Last Blood,"after fight hi demon for decades, john rambo now live in peac on hi famili ranch in arizona, but hi rest is interrupt when gabriela, the granddaught of hi housekeep maría, disappear after cross the border into mexico to meet her biolog father. rambo, who ha becom a true father figur for gabriela over the years, undertak a desper and danger journey to find her. action thriller drama sylvest stallon adriana barraza paz vega adrian grunberg"
166,Bloodline,"in the 22nd century, a scientist attempt to right the wrong hi ancestor created: the puzzl box that open the gate of hell and unleash pinhead and hi cenobit legion horror thriller scienc fiction seann william scott mariela garriga dale dickey henri jacobson"
167,Running with the Devil,a leader of a drug cartel send hi two toughest henchmen to investig whi a shipment wa botched. action nicola cage laurenc fishburn jason cabel
168,Fractured,"drive cross-country, ray and hi wife and daughter stop at a highway rest area where hi daughter fall and break her arm. after a frantic rush to the hospit and a clash with the check-in nurse, ray is final abl to get her to a doctor. while the wife and daughter go downstair for an mri, ray, exhausted, pass out in a chair in the lobby. upon wake up, they have no record or knowledg of ray' famili ever be check in. thriller sam worthington lili rabe stephen tobolowski brad anderson"
169,Abominable,"a group of misfit encount a young yeti name everest, and they set off to reunit the magic creatur with hi famili on the mountain of hi namesake. famili anim adventur comedi chloe bennet albert tsai tenz norgay trainor jill culton"
170,The Laundromat,"when her idyl vacat take an unthink turn, ellen martin begin investig a fake insur policy, onli to find herself down a rabbit hole of question deal that can be link to a panama citi law firm and it vest interest in help the world' wealthiest citizen amass larger fortunes. drama crime comedi meryl streep gari oldman antonio bandera steven soderbergh"
171,Judy,"winter 1968 and showbiz legend judi garland arriv in swing london to perform a five-week sold-out run at the talk of the town. it is 30 year sinc she shot to global stardom in the wizard of oz, but if her voic ha weakened, it dramat intens ha onli grown. as she prepar for the show, battl with management, charm musician and reminisc with friend and ador fans, her wit and warmth shine through. even her dream of love seem undim as she embark on a whirlwind romanc with mickey deans, her soon-to-b fifth husband. drama histori music rené zellweg jessi buckley finn wittrock rupert goold"
172,Prey,"harley quinn join forc with a singer, an assassin and a polic detect to help a young girl who had a hit place on her after she stole a rare diamond from a crime lord. action crime logan miller kristin froseth franck khalfoun"
173,Joker,"dure the 1980s, a fail stand-up comedian is driven insan and turn to a life of crime and chao in gotham citi while becom an infam psychopath crime figure. crime thriller drama joaquin phoenix robert de niro zazi beetz todd phillip"
174,Lucy in the Sky,astronaut luci cola return to earth after a transcend experi dure a mission to space – and begin to lose touch with realiti in a world that now seem too small. drama scienc fiction thriller natali portman jon hamm zazi beetz noah hawley
175,Dolemite Is My Name,"the stori of rudi ray moore, who creat the icon big screen pimp charact dolemit in the 1970s. drama comedi histori eddi murphi keegan-michael key mike epp craig brewer"
176,In the Tall Grass,"after hear a child scream for help from the green depth of a vast field of tall grass, becky, a pregnant woman, and cal, her brother, park their car near a mysteri abandon church and recklessli enter the field, discov that they are not alon and becaus of some reason they are unabl of escap a complet inextric veget labyrinth. horror drama thriller patrick wilson harrison gilbertson rachel wilson vincenzo natali"
177,Low Tide,"in the long day of summer in a beach town on the new jersey shore, high schooler alan and hi friend red and smitti break into vacat home to steal valuables, fund date at the boardwalk and lunch at the burger stand. when alan and hi younger brother peter find a bag of gold coins, they tri to hide them from the other — but red, suspici and violent unpredictable, seem will to do anyth to get the money. drama thriller keean johnson jaeden martel alex neustaedt kevin mcmullin"
178,Wrinkles the Clown,"in florida, parent can hire wrinkl the clown to scare their misbehav children. documentari michael beach nichol christoph k. walker (screenplay) michael beach nichol"
179,Little Monsters,a young boy is scare of the monster under hi bed. he ask hi 6th grade brother to swap room for the night as a bet that the monster realli exists. soon the brother becom friend with the monster and discov a whole new world of fun and game under hi bed where pull prank on kid and other monster is the main attraction. adventur fantasi comedi famili lupita nyong'o alexand england josh gad abe forsyth
180,Gemini Man,"henri brogan is an elit 51-year-old assassin who' readi to call it quit after complet hi 72nd job. hi plan get turn upsid down when he becom the target of a mysteri oper who can seemingli predict hi everi move. to hi horror, brogan soon learn that the man who' tri to kill him is a younger, faster, clone version of himself. scienc fiction action thriller will smith mari elizabeth winstead clive owen ang lee"
181,The Addams Family,"the addam family' live begin to unravel when they face-off against a treacherous, greedi crafti reality-tv host while also prepar for their extend famili to arriv for a major celebration. famili anim comedi fantasi oscar isaac charliz theron chloë grace moretz conrad vernon greg tiernan"
182,The King,"england, 15th century. hal, a caprici princ who live among the populac far from court, is forc by circumst to reluctantli accept the throne and becom henri v. drama histori war timothé chalamet joel edgerton sean harri david michôd"
183,Jexi,"phil' new phone come with an unexpect feature, jexi...an a.i. determin to keep him all to herself in a comedi about what can happen when you love your phone more than all else. comedi adam devin rose byrn alexandra shipp jon luca scott moor"
184,El Camino: A Breaking Bad Movie,"in the wake of hi dramat escap from captivity, jess pinkman must come to term with hi past in order to forg some kind of future. crime drama thriller action aaron paul jess plemon scott macarthur vinc gilligan"
185,Maleficent: Mistress of Evil,"malefic and her goddaught aurora begin to question the complex famili tie that bind them as they are pull in differ direct by impend nuptials, unexpect allies, and dark new forc at play. famili fantasi adventur angelina joli ell fan michel pfeiffer joachim rønning"
186,Zombieland: Double Tap,"columbus, tallahassee, wichita, and littl rock move to the american heartland as they face off against evolv zombies, fellow survivors, and the grow pain of the snarki makeshift family. horror action comedi woodi harrelson jess eisenberg emma stone ruben fleischer"
187,Jojo Rabbit,"a world war ii satir that follow a lone german boy whose world view is turn upsid down when he discov hi singl mother is hide a young jewish girl in their attic. aid onli by hi idiot imaginari friend, adolf hitler, jojo must confront hi blind nationalism. comedi war drama roman griffin davi thomasin mckenzi scarlett johansson taika waititi"
188,The Lighthouse,two lighthous keeper tri to maintain their saniti while live on a remot and mysteri new england island in the 1890s. drama fantasi thriller horror willem dafo robert pattinson robert egger
189,Wounds,"maverick cop orin boyd alway bring down the domest terrorist he tracks, but he ruffl feather with hi unorthodox techniqu -- and soon find himself reassign to the toughest district in detroit. when he discov a group of detect secretli oper a drug ring, boyd join forc with an unlik alli -- gangster latrel walker -- to bring down the rotten cops. action crime thriller armi hammer dakota johnson zazi beetz babak anvari"
190,Black and Blue,"a fast-pac action thriller about a rooki cop who inadvert captur the murder of a young drug dealer on her bodi cam. after realiz that the murder wa commit by corrupt cops, she team up with the one person from her commun who is will to help her as she tri to escap both the crimin out for reveng and the polic who are desper to destroy the incrimin footage. action thriller naomi harri tyres gibson frank grillo deon taylor"
191,The Current War,electr titan thoma edison and georg westinghous compet to creat a sustain system and market it to the american people. drama histori benedict cumberbatch michael shannon katherin waterston alfonso gomez-rejon
192,Countdown,"a young nurs download an app that tell her she onli ha three day to live. with time tick away and a mysteri figur haunt her, she must find a way to save her life befor time run out. horror thriller elizabeth lail peter facinelli ann winter justin dec"
193,The Kill Team,"when andrew briggman—a young soldier in the us invas of afghanistan—wit other recruit kill innoc civilian under the direct of a sadist sergeant, he consid report them to higher-ups. however, the heavily-arm and increasingly-viol platoon becom suspici that someon in their rank ha turn on them, and andrew begin to fear that he'll be the next target. drama action thriller nat wolff alexand skarsgård dan krauss"
